transaction_id,customer_id,merchant_id,amount,transaction_hour,transaction_day,payment_method,location,device_type
TXN108151,C1433,M530,1467.94,14,13,Credit Card,Pune,Web
TXN108152,C1196,M526,2036.38,19,1,UPI,Pune,Web
TXN108153,C1197,M536,1852.65,16,5,Credit Card,Pune,Web
TXN108154,C1029,M565,2443.47,11,24,Debit Card,Ahmedabad,iOS
TXN108155,C1478,M553,3212.77,16,28,Credit Card,Hyderabad,Web
TXN108156,C1400,M508,1240.21,13,7,UPI,Pune,Web
TXN108157,C1458,M541,3051.2,11,14,Credit Card,Pune,Web
TXN108158,C1019,M535,1547.15,16,27,Debit Card,Mumbai,POS Terminal
TXN108159,C1047,M509,2228.61,20,19,Credit Card,Hyderabad,Android
TXN108160,C1456,M558,6333.91,12,30,UPI,Chennai,Web
TXN108161,C1129,M539,3195.37,20,11,Debit Card,Kolkata,POS Terminal
TXN108162,C1292,M553,2660.98,13,18,Net Banking,Hyderabad,Android
TXN108163,C1384,M538,1491.32,14,18,Credit Card,Mumbai,iOS
TXN108164,C1131,M506,2358.42,14,26,UPI,Bengaluru,Web
TXN108165,C1355,M503,1878.95,15,21,Credit Card,Mumbai,Web
TXN108166,C1053,M514,499.93,17,24,Net Banking,Ahmedabad,POS Terminal
TXN108167,C1377,M575,3912.61,11,6,Net Banking,Chennai,Web
TXN108168,C1280,M547,2976.83,12,6,Credit Card,Chennai,iOS
TXN108169,C1386,M505,3222.61,11,7,Debit Card,Mumbai,Android
TXN108170,C1264,M572,2325.36,14,17,Debit Card,Pune,POS Terminal
TXN108171,C1469,M534,5185.02,17,19,Debit Card,Pune,POS Terminal
TXN108172,C1214,M571,2139.28,20,27,Net Banking,Chennai,Web
TXN108173,C1459,M570,34318.15,3,5,Net Banking,Bengaluru,iOS
TXN108174,C1457,M567,2250.91,17,7,UPI,Hyderabad,iOS
TXN108175,C1289,M557,3610.93,16,6,Credit Card,Pune,Web
TXN108176,C1042,M576,4858.99,15,17,UPI,Delhi,Android
TXN108177,C1073,M518,1319.31,21,25,Debit Card,Bengaluru,Android
TXN108178,C1349,M561,3226.62,11,29,UPI,Hyderabad,POS Terminal
TXN108179,C1277,M570,1755.82,6,19,UPI,Bengaluru,iOS
TXN108180,C1325,M509,3838.04,12,12,Net Banking,Bengaluru,iOS
TXN108181,C1241,M524,3652.83,17,7,Debit Card,Mumbai,Android
TXN108182,C1129,M543,1767.09,11,12,Credit Card,Ahmedabad,Android
TXN108183,C1349,M557,2946.9,17,17,UPI,Hyderabad,POS Terminal
TXN108184,C1193,M524,1617.75,12,15,Credit Card,Ahmedabad,POS Terminal
TXN108185,C1031,M575,1229.63,14,16,Net Banking,Delhi,iOS
TXN108186,C1105,M539,1847.94,18,1,Debit Card,Delhi,POS Terminal
TXN108187,C1399,M575,36562.79,2,11,Credit Card,Hyderabad,POS Terminal
TXN108188,C1203,M569,1626.47,17,1,Credit Card,Ahmedabad,Android
TXN108189,C1000,M509,1275.62,18,13,Credit Card,Ahmedabad,Web
TXN108190,C1244,M565,3750.29,18,28,Credit Card,Mumbai,Android
TXN108191,C1071,M524,2080.35,12,20,UPI,Hyderabad,Android
TXN108192,C1431,M570,2817.37,10,17,UPI,Pune,Android
TXN108193,C1305,M510,2510.51,16,29,Debit Card,Hyderabad,Web
TXN108194,C1396,M535,4381.17,11,16,Debit Card,Chennai,Web
TXN108195,C1014,M548,1308.06,15,30,Debit Card,Pune,Web
TXN108196,C1052,M547,5858.23,14,17,Net Banking,Delhi,iOS
TXN108197,C1427,M506,3894.22,18,25,UPI,Pune,Web
TXN108198,C1007,M576,4721.27,10,14,Net Banking,Pune,Android
TXN108199,C1329,M550,1331.96,13,24,UPI,Ahmedabad,Android
TXN108200,C1045,M516,1592.28,6,5,Net Banking,Hyderabad,iOS
TXN108201,C1324,M531,1323.84,21,13,UPI,Mumbai,POS Terminal
TXN108202,C1113,M525,5682.77,21,18,Credit Card,Delhi,iOS
TXN108203,C1146,M521,1002.01,8,7,UPI,Mumbai,Android
TXN108204,C1494,M512,1289.63,21,28,UPI,Ahmedabad,Android
TXN108205,C1165,M511,1119.03,21,17,UPI,Hyderabad,Web
TXN108206,C1378,M570,1087.07,16,11,Debit Card,Delhi,iOS
TXN108207,C1138,M500,3161.66,20,25,Debit Card,Kolkata,Web
TXN108208,C1116,M532,1981.72,15,17,Net Banking,Pune,POS Terminal
TXN108209,C1298,M513,44091.18,1,19,Debit Card,Hyderabad,Web
TXN108210,C1275,M563,2408.79,22,6,UPI,Kolkata,Web
TXN108211,C1403,M542,2126.36,19,20,Net Banking,Mumbai,Web
TXN108212,C1276,M557,1891.09,13,18,UPI,Mumbai,POS Terminal
TXN108213,C1337,M540,352.39,11,21,Net Banking,Delhi,Web
TXN108214,C1312,M567,942.72,17,10,Net Banking,Mumbai,Android
TXN108215,C1177,M538,5147.76,17,1,Net Banking,Hyderabad,POS Terminal
TXN108216,C1329,M500,1708.01,12,1,Debit Card,Ahmedabad,Web
TXN108217,C1353,M540,1740.95,21,15,Credit Card,Kolkata,iOS
TXN108218,C1153,M544,1540.61,15,27,Debit Card,Chennai,iOS
TXN108219,C1413,M578,3813.29,11,6,Credit Card,Pune,Web
TXN108220,C1200,M512,4230.23,6,27,Credit Card,Kolkata,iOS
TXN108221,C1365,M570,1895.81,9,25,UPI,Bengaluru,iOS
TXN108222,C1114,M508,2980.25,13,26,Net Banking,Pune,POS Terminal
TXN108223,C1158,M562,3578.64,21,7,UPI,Ahmedabad,POS Terminal
TXN108224,C1041,M522,1686.41,12,10,UPI,Delhi,Android
TXN108225,C1246,M553,2221.87,16,4,Net Banking,Hyderabad,POS Terminal
TXN108226,C1067,M546,21579.01,4,14,Credit Card,Chennai,Android
TXN108227,C1444,M538,2734.49,23,8,Credit Card,Ahmedabad,Web
TXN108228,C1444,M525,3059.77,11,1,Debit Card,Ahmedabad,POS Terminal
TXN108229,C1325,M500,2482.62,8,30,Debit Card,Bengaluru,Android
TXN108230,C1333,M513,588.45,15,29,Debit Card,Ahmedabad,POS Terminal
TXN108231,C1195,M573,3749.38,15,21,Debit Card,Kolkata,Web
TXN108232,C1089,M564,3507.21,15,2,Credit Card,Pune,iOS
TXN108233,C1110,M568,2496.9,11,27,Net Banking,Mumbai,iOS
TXN108234,C1367,M566,3389.55,12,19,UPI,Chennai,Android
TXN108235,C1358,M548,3884.04,18,10,Net Banking,Hyderabad,POS Terminal
TXN108236,C1144,M549,3958.82,20,4,UPI,Pune,iOS
TXN108237,C1274,M557,993.16,10,17,UPI,Mumbai,POS Terminal
TXN108238,C1178,M552,1221.6,15,16,Credit Card,Bengaluru,Web
TXN108239,C1240,M556,2385.0,13,5,UPI,Hyderabad,Web
TXN108240,C1325,M517,3018.34,8,10,Debit Card,Bengaluru,Android
TXN108241,C1318,M515,2312.01,12,22,Debit Card,Pune,iOS
TXN108242,C1476,M501,1583.53,15,11,UPI,Chennai,iOS
TXN108243,C1330,M512,2170.58,12,1,Net Banking,Ahmedabad,Web
TXN108244,C1463,M544,1591.59,10,13,UPI,Mumbai,Web
TXN108245,C1413,M579,3972.7,14,20,Debit Card,Pune,Android
TXN108246,C1152,M571,48090.42,2,2,UPI,Chennai,Android
TXN108247,C1103,M542,3565.04,13,1,UPI,Pune,Android
TXN108248,C1074,M571,3428.01,13,14,UPI,Hyderabad,Android
TXN108249,C1127,M553,4228.05,15,21,Credit Card,Pune,POS Terminal
TXN108250,C1198,M573,1065.18,20,12,UPI,Delhi,Web
TXN108251,C1153,M530,1382.57,18,11,Net Banking,Chennai,POS Terminal
TXN108252,C1055,M575,5600.24,20,1,Net Banking,Bengaluru,Android
TXN108253,C1277,M508,1439.26,11,14,Debit Card,Ahmedabad,Web
TXN108254,C1344,M572,3059.36,15,8,Net Banking,Delhi,iOS
TXN108255,C1018,M547,6685.98,9,18,Credit Card,Chennai,Android
TXN108256,C1158,M517,2194.22,15,5,Net Banking,Ahmedabad,Web
TXN108257,C1025,M510,2668.28,18,3,Net Banking,Chennai,iOS
TXN108258,C1425,M561,1727.66,14,22,Debit Card,Bengaluru,POS Terminal
TXN108259,C1168,M518,1986.32,9,6,Debit Card,Mumbai,Android
TXN108260,C1483,M573,3032.69,20,24,UPI,Delhi,POS Terminal
TXN108261,C1022,M523,2674.22,12,27,Net Banking,Mumbai,POS Terminal
TXN108262,C1046,M512,660.92,11,21,Debit Card,Delhi,Android
TXN108263,C1012,M545,1437.29,17,5,UPI,Ahmedabad,Web
TXN108264,C1216,M552,2691.95,8,21,Credit Card,Hyderabad,Web
TXN108265,C1321,M528,833.85,16,25,UPI,Bengaluru,POS Terminal
TXN108266,C1193,M535,2039.97,16,2,UPI,Ahmedabad,Web
TXN108267,C1143,M570,1608.81,15,3,UPI,Ahmedabad,Android
TXN108268,C1072,M516,1496.39,16,4,UPI,Delhi,POS Terminal
TXN108269,C1155,M547,5475.3,12,29,Net Banking,Mumbai,iOS
TXN108270,C1076,M576,3910.07,12,23,UPI,Mumbai,POS Terminal
TXN108271,C1418,M523,2452.45,8,26,Credit Card,Pune,Android
TXN108272,C1168,M553,50201.47,4,28,UPI,Hyderabad,Android
TXN108273,C1460,M500,2156.95,16,1,Credit Card,Chennai,Web
TXN108274,C1286,M578,2294.87,16,16,Debit Card,Ahmedabad,iOS
TXN108275,C1084,M566,3340.67,18,19,UPI,Mumbai,Android
TXN108276,C1415,M505,1060.22,23,26,Debit Card,Pune,POS Terminal
TXN108277,C1181,M577,3474.72,10,23,Credit Card,Ahmedabad,Web
TXN108278,C1481,M554,2177.43,15,8,UPI,Delhi,POS Terminal
TXN108279,C1455,M537,1496.66,14,2,Net Banking,Mumbai,Android
TXN108280,C1314,M532,1156.33,14,27,UPI,Chennai,Web
TXN108281,C1296,M507,1092.3,10,3,Net Banking,Mumbai,Android
TXN108282,C1111,M578,1743.77,18,14,Net Banking,Mumbai,Web
TXN108283,C1449,M577,4564.06,17,7,Debit Card,Chennai,Android
TXN108284,C1229,M519,2954.05,11,13,Debit Card,Delhi,Web
TXN108285,C1095,M554,2221.72,12,7,Net Banking,Pune,Android
TXN108286,C1437,M547,2127.42,17,16,Debit Card,Mumbai,POS Terminal
TXN108287,C1167,M555,2546.39,15,3,Net Banking,Pune,POS Terminal
TXN108288,C1377,M509,2739.32,14,26,Credit Card,Chennai,POS Terminal
TXN108289,C1155,M551,52721.35,1,5,Credit Card,Pune,iOS
TXN108290,C1420,M549,4401.53,14,23,UPI,Pune,iOS
TXN108291,C1104,M533,2336.79,20,3,Debit Card,Delhi,Web
TXN108292,C1192,M535,6970.15,7,24,Credit Card,Ahmedabad,iOS
TXN108293,C1488,M560,3746.36,11,28,Credit Card,Kolkata,iOS
TXN108294,C1329,M515,2334.8,12,15,Credit Card,Ahmedabad,Android
TXN108295,C1438,M578,1196.04,12,20,Net Banking,Mumbai,iOS
TXN108296,C1131,M517,2544.72,16,11,Debit Card,Bengaluru,iOS
TXN108297,C1354,M570,2417.78,20,30,Credit Card,Ahmedabad,iOS
TXN108298,C1381,M546,1404.92,13,23,Credit Card,Pune,iOS
TXN108299,C1137,M531,1834.56,12,18,Debit Card,Mumbai,Web
TXN108300,C1430,M542,923.94,20,5,Net Banking,Chennai,iOS
TXN108301,C1330,M539,1230.66,10,22,Credit Card,Ahmedabad,Web
TXN108302,C1269,M564,2610.55,17,13,Debit Card,Hyderabad,POS Terminal
TXN108303,C1037,M534,1824.97,11,29,Net Banking,Chennai,iOS
TXN108304,C1395,M568,2780.74,17,1,Debit Card,Mumbai,POS Terminal
TXN108305,C1044,M549,47071.18,4,27,Credit Card,Delhi,Android
TXN108306,C1400,M511,1482.97,11,14,Debit Card,Pune,iOS
TXN108307,C1463,M575,1077.32,12,9,UPI,Mumbai,Android
TXN108308,C1162,M557,2256.68,14,30,Debit Card,Bengaluru,POS Terminal
TXN108309,C1449,M562,4671.83,15,9,UPI,Chennai,POS Terminal
TXN108310,C1330,M572,1880.87,21,4,Net Banking,Hyderabad,iOS
TXN108311,C1252,M548,4297.42,11,21,UPI,Pune,iOS
TXN108312,C1168,M535,3034.04,15,25,Net Banking,Mumbai,Android
TXN108313,C1450,M553,5052.51,11,26,Debit Card,Mumbai,Web
TXN108314,C1284,M546,1088.72,18,27,UPI,Mumbai,POS Terminal
TXN108315,C1273,M531,2444.69,14,2,UPI,Kolkata,POS Terminal
TXN108316,C1019,M552,1578.02,16,16,Credit Card,Hyderabad,Android
TXN108317,C1238,M531,2369.79,9,5,Debit Card,Mumbai,Web
TXN108318,C1269,M561,2415.86,15,20,Debit Card,Hyderabad,Android
TXN108319,C1417,M536,2166.29,21,18,UPI,Bengaluru,POS Terminal
TXN108320,C1432,M537,3362.04,13,2,Debit Card,Bengaluru,POS Terminal
TXN108321,C1309,M529,7810.12,15,14,Net Banking,Mumbai,iOS
TXN108322,C1030,M557,2807.9,14,15,Debit Card,Delhi,Web
TXN108323,C1313,M531,4299.27,17,25,Credit Card,Mumbai,Web
TXN108324,C1103,M565,2782.56,18,10,Net Banking,Pune,iOS
TXN108325,C1169,M550,2969.17,16,28,Credit Card,Bengaluru,Web
TXN108326,C1185,M510,1966.46,21,16,Debit Card,Hyderabad,Android
TXN108327,C1127,M558,4650.49,17,8,Net Banking,Pune,Web
TXN108328,C1209,M519,4830.25,10,26,Credit Card,Bengaluru,POS Terminal
TXN108329,C1413,M536,2856.36,9,26,Debit Card,Pune,Android
TXN108330,C1280,M572,3324.89,13,24,Credit Card,Chennai,Android
TXN108331,C1446,M548,3827.98,21,24,UPI,Delhi,POS Terminal
TXN108332,C1252,M518,3540.2,16,21,Net Banking,Pune,iOS
TXN108333,C1018,M554,10240.93,15,14,Credit Card,Chennai,POS Terminal
TXN108334,C1199,M539,1694.83,14,20,UPI,Delhi,iOS
TXN108335,C1219,M506,4268.32,18,10,Net Banking,Chennai,iOS
TXN108336,C1135,M504,661.44,14,13,Credit Card,Hyderabad,Android
TXN108337,C1222,M541,2537.88,17,19,Net Banking,Pune,Web
TXN108338,C1002,M547,2230.36,12,2,Debit Card,Kolkata,Android
TXN108339,C1450,M506,4351.88,8,26,Debit Card,Chennai,POS Terminal
TXN108340,C1235,M510,3042.06,19,5,UPI,Ahmedabad,Web
TXN108341,C1341,M572,1921.37,20,14,Net Banking,Ahmedabad,Android
TXN108342,C1464,M548,3298.28,19,24,UPI,Ahmedabad,iOS
TXN108343,C1227,M529,70050.09,2,21,Debit Card,Pune,iOS
TXN108344,C1400,M540,1667.75,15,23,Credit Card,Pune,Android
TXN108345,C1141,M502,2281.08,23,21,Net Banking,Kolkata,POS Terminal
TXN108346,C1498,M539,1717.9,9,26,UPI,Kolkata,Web
TXN108347,C1008,M550,1161.0,18,25,Debit Card,Kolkata,Android
TXN108348,C1189,M531,4100.23,14,24,Credit Card,Pune,iOS
TXN108349,C1349,M547,2192.33,7,8,Debit Card,Hyderabad,iOS
TXN108350,C1404,M570,2909.22,16,1,Debit Card,Bengaluru,iOS
TXN108351,C1459,M570,2456.11,14,5,Credit Card,Chennai,POS Terminal
TXN108352,C1164,M519,1515.26,23,25,Credit Card,Mumbai,Web
TXN108353,C1479,M534,2011.29,14,11,Net Banking,Delhi,Android
TXN108354,C1138,M523,3159.47,12,8,Credit Card,Kolkata,Web
TXN108355,C1275,M539,2682.01,16,17,Credit Card,Kolkata,Android
TXN108356,C1290,M576,1303.39,9,25,Debit Card,Chennai,POS Terminal
TXN108357,C1052,M551,4437.06,9,10,Debit Card,Delhi,Android
TXN108358,C1174,M538,4881.15,22,14,Debit Card,Chennai,iOS
TXN108359,C1109,M567,2559.97,19,1,Credit Card,Bengaluru,iOS
TXN108360,C1202,M560,4013.92,15,5,Net Banking,Kolkata,POS Terminal
TXN108361,C1435,M575,2330.6,17,15,Debit Card,Hyderabad,Web
TXN108362,C1135,M564,644.81,19,10,Debit Card,Hyderabad,iOS
TXN108363,C1003,M561,1598.45,11,15,Credit Card,Ahmedabad,Android
TXN108364,C1154,M501,6448.02,17,1,Credit Card,Mumbai,iOS
TXN108365,C1171,M505,3358.23,12,24,UPI,Mumbai,Android
TXN108366,C1423,M574,3495.29,12,11,Credit Card,Delhi,Web
TXN108367,C1357,M542,3278.04,15,18,Debit Card,Pune,iOS
TXN108368,C1046,M539,579.28,8,6,Credit Card,Delhi,iOS
TXN108369,C1093,M538,1711.07,18,2,UPI,Chennai,Android
TXN108370,C1427,M527,4865.66,15,2,Net Banking,Pune,POS Terminal
TXN108371,C1047,M579,1513.25,13,17,UPI,Hyderabad,POS Terminal
TXN108372,C1239,M562,2823.18,17,22,Net Banking,Chennai,iOS
TXN108373,C1346,M563,2235.36,11,5,Net Banking,Hyderabad,Web
TXN108374,C1212,M511,1853.7,18,20,Debit Card,Hyderabad,Web
TXN108375,C1435,M540,2509.26,12,14,Credit Card,Hyderabad,POS Terminal
TXN108376,C1339,M528,3658.99,16,12,Credit Card,Hyderabad,iOS
TXN108377,C1323,M522,1523.62,18,4,UPI,Kolkata,POS Terminal
TXN108378,C1138,M579,3165.92,16,9,Credit Card,Kolkata,Android
TXN108379,C1204,M550,1887.18,13,27,Net Banking,Pune,Web
TXN108380,C1380,M544,1246.02,11,18,Debit Card,Pune,POS Terminal
TXN108381,C1072,M521,1620.39,14,10,Debit Card,Mumbai,iOS
TXN108382,C1003,M509,1683.47,13,7,Net Banking,Ahmedabad,POS Terminal
TXN108383,C1075,M506,3585.84,13,30,Net Banking,Mumbai,iOS
TXN108384,C1328,M572,1163.6,10,5,Net Banking,Ahmedabad,POS Terminal
TXN108385,C1076,M514,3308.48,11,15,Net Banking,Mumbai,POS Terminal
TXN108386,C1303,M576,1757.05,17,30,Credit Card,Hyderabad,Web
TXN108387,C1255,M545,22012.62,5,26,Net Banking,Delhi,POS Terminal
TXN108388,C1409,M560,58168.49,1,13,Credit Card,Mumbai,Android
TXN108389,C1101,M560,2464.24,12,14,Debit Card,Delhi,POS Terminal
TXN108390,C1105,M550,2293.13,15,25,Credit Card,Delhi,iOS
TXN108391,C1332,M537,2341.86,11,4,Net Banking,Hyderabad,iOS
TXN108392,C1038,M511,4988.63,15,6,UPI,Chennai,Android
TXN108393,C1475,M576,5368.0,16,15,UPI,Kolkata,Android
TXN108394,C1313,M565,38328.04,4,13,Credit Card,Pune,iOS
TXN108395,C1274,M553,1255.49,6,13,UPI,Mumbai,POS Terminal
TXN108396,C1087,M538,2732.92,12,18,Debit Card,Bengaluru,Android
TXN108397,C1210,M575,2040.23,17,17,Credit Card,Delhi,POS Terminal
TXN108398,C1368,M538,2772.0,14,28,UPI,Delhi,Android
TXN108399,C1076,M577,4114.65,14,1,Debit Card,Pune,POS Terminal
TXN108400,C1076,M529,2645.0,10,4,Credit Card,Mumbai,Android
TXN108401,C1441,M547,1311.1,20,11,Credit Card,Delhi,iOS
TXN108402,C1027,M530,1340.95,17,25,Credit Card,Pune,POS Terminal
TXN108403,C1244,M524,4009.44,14,19,Credit Card,Mumbai,Android
TXN108404,C1065,M567,1217.15,18,28,Net Banking,Hyderabad,POS Terminal
TXN108405,C1265,M550,5166.3,9,13,UPI,Delhi,Web
TXN108406,C1381,M512,1696.71,9,16,Credit Card,Pune,Web
TXN108407,C1469,M562,1793.22,11,19,Credit Card,Pune,Android
TXN108408,C1204,M541,1927.44,12,15,UPI,Pune,Web
TXN108409,C1057,M553,6512.04,16,28,UPI,Pune,Android
TXN108410,C1200,M566,3389.51,20,12,Debit Card,Kolkata,Android
TXN108411,C1224,M579,1447.12,17,23,UPI,Delhi,Web
TXN108412,C1141,M555,1518.43,7,8,Credit Card,Kolkata,iOS
TXN108413,C1380,M518,2099.93,15,27,Net Banking,Pune,Android
TXN108414,C1367,M545,2983.08,14,22,UPI,Chennai,Android
TXN108415,C1083,M514,3124.35,13,1,Net Banking,Mumbai,Web
TXN108416,C1142,M531,1029.53,14,22,Credit Card,Ahmedabad,POS Terminal
TXN108417,C1351,M548,2200.48,13,8,UPI,Bengaluru,Web
TXN108418,C1032,M520,1038.38,15,5,Net Banking,Ahmedabad,Android
TXN108419,C1400,M564,1293.14,11,24,Debit Card,Pune,POS Terminal
TXN108420,C1151,M569,2346.73,10,28,Debit Card,Bengaluru,POS Terminal
TXN108421,C1157,M526,3804.47,20,1,Debit Card,Hyderabad,Web
TXN108422,C1445,M522,2506.12,11,12,Debit Card,Kolkata,POS Terminal
TXN108423,C1140,M546,6485.32,11,4,Net Banking,Ahmedabad,iOS
TXN108424,C1445,M511,3213.2,18,15,Net Banking,Kolkata,iOS
TXN108425,C1250,M565,1841.71,19,28,Net Banking,Pune,iOS
TXN108426,C1302,M504,5141.84,18,9,Net Banking,Bengaluru,Android
TXN108427,C1111,M508,1644.06,14,10,Debit Card,Mumbai,Web
TXN108428,C1143,M519,1779.88,12,21,Net Banking,Ahmedabad,Web
TXN108429,C1449,M562,5010.91,16,13,UPI,Chennai,Android
TXN108430,C1208,M571,1806.48,16,10,Credit Card,Bengaluru,Android
TXN108431,C1223,M572,2041.87,12,28,UPI,Ahmedabad,Web
TXN108432,C1042,M570,4715.44,12,10,Net Banking,Delhi,Android
TXN108433,C1263,M529,1369.68,22,14,Net Banking,Pune,Web
TXN108434,C1243,M515,4362.96,16,19,Debit Card,Kolkata,POS Terminal
TXN108435,C1002,M504,1828.36,19,19,Debit Card,Kolkata,POS Terminal
TXN108436,C1124,M528,4959.46,10,25,Credit Card,Mumbai,POS Terminal
TXN108437,C1267,M546,2884.86,15,1,Debit Card,Chennai,Web
TXN108438,C1083,M521,2546.12,13,27,UPI,Mumbai,Android
TXN108439,C1015,M577,2503.22,19,22,Debit Card,Chennai,Android
TXN108440,C1333,M556,1065.38,14,22,Debit Card,Ahmedabad,Android
TXN108441,C1463,M534,1581.51,8,26,Credit Card,Mumbai,Android
TXN108442,C1058,M559,4368.49,17,24,Net Banking,Hyderabad,Android
TXN108443,C1176,M569,4438.09,14,30,Debit Card,Ahmedabad,Android
TXN108444,C1062,M559,1220.71,11,8,Net Banking,Kolkata,Web
TXN108445,C1445,M557,3263.11,17,17,UPI,Kolkata,iOS
TXN108446,C1490,M502,4765.69,15,23,Net Banking,Hyderabad,Android
TXN108447,C1048,M533,2635.1,12,10,Debit Card,Chennai,Web
TXN108448,C1306,M544,805.53,12,1,Net Banking,Bengaluru,Web
TXN108449,C1245,M549,1437.22,8,8,UPI,Hyderabad,Web
TXN108450,C1288,M501,3790.56,9,5,Debit Card,Chennai,Web
TXN108451,C1285,M514,2990.38,16,2,UPI,Mumbai,Android
TXN108452,C1442,M536,1063.01,20,19,Debit Card,Hyderabad,POS Terminal
TXN108453,C1331,M514,1191.47,8,27,Credit Card,Chennai,POS Terminal
TXN108454,C1014,M559,1828.8,20,30,UPI,Pune,Web
TXN108455,C1337,M563,345.61,19,25,Debit Card,Delhi,iOS
TXN108456,C1254,M551,4012.95,15,2,UPI,Chennai,Android
TXN108457,C1091,M522,2705.05,17,20,Debit Card,Chennai,iOS
TXN108458,C1278,M536,52317.26,4,23,Credit Card,Hyderabad,POS Terminal
TXN108459,C1205,M540,7699.31,14,24,Net Banking,Bengaluru,iOS
TXN108460,C1093,M556,1706.36,20,11,Net Banking,Chennai,Web
TXN108461,C1224,M524,1863.36,17,3,Credit Card,Delhi,iOS
TXN108462,C1300,M536,670.49,15,26,Credit Card,Chennai,Android
TXN108463,C1317,M539,1512.36,16,26,Net Banking,Mumbai,Web
TXN108464,C1462,M545,2813.11,15,9,UPI,Mumbai,Android
TXN108465,C1198,M559,987.62,21,8,Credit Card,Delhi,POS Terminal
TXN108466,C1270,M518,8645.76,16,6,Net Banking,Hyderabad,POS Terminal
TXN108467,C1499,M508,5165.56,20,14,Net Banking,Delhi,Android
TXN108468,C1233,M568,2082.86,18,28,Net Banking,Ahmedabad,iOS
TXN108469,C1045,M504,1772.25,8,8,UPI,Hyderabad,iOS
TXN108470,C1063,M525,3093.06,20,15,UPI,Delhi,Android
TXN108471,C1229,M518,2617.0,13,27,Credit Card,Delhi,Web
TXN108472,C1429,M529,1421.38,10,26,UPI,Mumbai,Android
TXN108473,C1439,M547,2014.14,12,24,UPI,Ahmedabad,iOS
TXN108474,C1248,M515,1366.22,14,3,UPI,Chennai,POS Terminal
TXN108475,C1245,M570,1506.09,12,23,UPI,Pune,POS Terminal
TXN108476,C1427,M517,3055.31,11,8,Credit Card,Pune,Android
TXN108477,C1074,M555,87966.13,4,28,UPI,Bengaluru,iOS
TXN108478,C1156,M520,4337.93,6,22,Credit Card,Chennai,POS Terminal
TXN108479,C1222,M530,1428.9,14,16,Credit Card,Pune,Android
TXN108480,C1189,M500,3528.44,21,6,UPI,Pune,iOS
TXN108481,C1472,M502,3981.08,16,7,UPI,Delhi,Android
TXN108482,C1051,M524,356.69,12,29,Credit Card,Bengaluru,POS Terminal
TXN108483,C1437,M507,2282.07,15,13,Credit Card,Hyderabad,iOS
TXN108484,C1087,M564,2222.69,20,20,Credit Card,Bengaluru,Web
TXN108485,C1312,M561,1374.49,14,26,Net Banking,Mumbai,POS Terminal
TXN108486,C1338,M506,3358.66,20,29,UPI,Hyderabad,Web
TXN108487,C1065,M506,1473.23,20,26,Net Banking,Hyderabad,POS Terminal
TXN108488,C1149,M507,2776.13,6,9,Net Banking,Kolkata,Web
TXN108489,C1019,M518,2413.85,7,19,UPI,Hyderabad,Web
TXN108490,C1032,M516,1459.18,14,7,Debit Card,Ahmedabad,Android
TXN108491,C1327,M510,1807.17,18,16,Net Banking,Delhi,Android
TXN108492,C1280,M548,4617.96,20,25,UPI,Chennai,iOS
TXN108493,C1045,M510,1499.38,9,24,Net Banking,Hyderabad,Android
TXN108494,C1072,M540,1261.04,12,7,UPI,Delhi,Android
TXN108495,C1353,M561,2840.36,12,15,Credit Card,Kolkata,iOS
TXN108496,C1312,M551,992.64,13,29,Net Banking,Mumbai,Android
TXN108497,C1342,M565,3414.73,15,5,Net Banking,Delhi,POS Terminal
TXN108498,C1132,M567,5674.14,12,2,Net Banking,Mumbai,Web
TXN108499,C1054,M574,335.58,17,29,UPI,Mumbai,Web
TXN108500,C1060,M566,57832.74,2,2,Debit Card,Delhi,Android
TXN108501,C1344,M539,3451.57,12,20,Credit Card,Delhi,Android
TXN108502,C1007,M504,3887.99,10,5,Debit Card,Pune,iOS
TXN108503,C1271,M521,1327.84,9,12,Net Banking,Ahmedabad,Android
TXN108504,C1245,M536,2207.62,17,4,UPI,Pune,POS Terminal
TXN108505,C1175,M510,5274.36,11,30,Net Banking,Kolkata,Web
TXN108506,C1492,M543,1740.12,16,27,Net Banking,Chennai,iOS
TXN108507,C1115,M552,2427.28,15,30,Debit Card,Chennai,iOS
TXN108508,C1316,M576,736.29,23,18,Net Banking,Kolkata,iOS
TXN108509,C1270,M560,5071.97,20,20,UPI,Hyderabad,Android
TXN108510,C1192,M566,3796.14,13,11,Credit Card,Kolkata,Android
TXN108511,C1149,M512,3229.99,16,29,Debit Card,Kolkata,Android
TXN108512,C1130,M510,1306.9,13,21,UPI,Ahmedabad,iOS
TXN108513,C1101,M510,3231.56,15,20,Net Banking,Delhi,iOS
TXN108514,C1309,M506,8244.81,14,6,Credit Card,Mumbai,Web
TXN108515,C1269,M516,2045.48,18,13,Credit Card,Hyderabad,Web
TXN108516,C1291,M547,2973.56,19,26,Credit Card,Delhi,Android
TXN108517,C1209,M513,6637.67,8,23,UPI,Bengaluru,Android
TXN108518,C1494,M562,1800.72,9,5,Credit Card,Ahmedabad,Web
TXN108519,C1360,M563,1599.67,12,25,UPI,Hyderabad,POS Terminal
TXN108520,C1337,M574,316.42,10,29,Debit Card,Delhi,Web
TXN108521,C1066,M576,2501.3,13,4,UPI,Ahmedabad,Android
TXN108522,C1009,M564,2604.47,13,27,Net Banking,Bengaluru,Android
